"","sample.id","band","band2","long","lat","country","location","pop2","pop3","gps","zone","sort.column.snps","sex","tarsus.mean","rwl.mean","bill.length.mean","bill.depth.mean","bill.width.mean","tail.mean","weight","c2.pointedness","c3.convexity","b.total.bright","b.avg.bright","b.hue","b.chrom","r.total.bright","r.avg.bright","r.hue","r.chrom","t.total.bright","t.avg.bright","t.hue","t.chrom","v.total.bright","v.avg.bright","v.hue","v.chrom","carbon.ratio","mate.id"
"279","1251","1251_r_Golmud_china","1251",94.772485,36.439089,"china","golmud","golmud","golmud","late.bloomers","rustica",279,"m",11.26666667,127.1666667,6.166666667,2.6,4.833333333,108.5,17.92,NA,NA,79422.35,39.77083125,609.7923333,0.344417805,95558.33333,47.85094308,634.159,0.341036367,17970.67333,8.998834919,673.0606667,0.511322117,79665.89333,39.89278585,590.7683333,0.389624665,-18.2822,"1252"
"280","1252","1252_r_Golmud_china","1252",94.769132,36.437188,"china","golmud","golmud","golmud","unexpected","rustica",280,"f",10.53333333,123,5.466666667,2.816666667,5,76.66666667,20.55,0.343193399,0.656096974,67602.11333,33.85183442,586.4576667,0.363346452,87438.19667,43.7847755,641.0643333,0.346437586,20682.70333,10.356887,688.4163333,0.526462869,78208.27333,39.16288099,609.0653333,0.361187079,-18.78725,"1251"
"281","1253","1253_g_Lanzhou_china","1253",103.764305,36.087721,"china","lanzhou","lanzhou","lanzhou","dump","gutturalis",281,"m",10.9,126.8333333,5.983333333,2.716666667,4.416666667,104.9166667,16.35,0.267971407,0.622470212,85650.48,42.88957436,615.8303333,0.342136247,66988.29,33.54446169,623.807,0.383749036,15957.89333,7.990933066,669.4186667,0.504780016,66939.33,33.51994492,619.4173333,0.401525369,-22.4918,NA
"282","1254","1254_g_Lanzhou_china","1254",103.764305,36.087721,"china","lanzhou","lanzhou","lanzhou","dump","gutturalis",282,"m",10.83333333,118.5,5.733333333,2.5,5.066666667,98.5,15.48,0.320926986,0.816436975,88086.92,44.10962444,633.8123333,0.324909539,92779.03667,46.45920714,598.4473333,0.322821455,14353.73333,7.187648139,680.0943333,0.514535142,83502.12,41.81378067,597.799,0.356855912,-19.074,NA
"283","1255","1255_g_Lanzhou_china","1255",103.764305,36.087721,"china","lanzhou","lanzhou","lanzhou","dump","gutturalis",283,"m",10.93333333,123.3333333,5.466666667,2.75,4.633333333,NA,16.07,0.308617554,0.76071956,61744.10667,30.91843098,637.3863333,0.385045496,69880.46333,34.99272075,576.038,0.399598437,12982.05333,6.500777833,677.3676667,0.520433935,36867.48667,18.46143549,651.3726667,0.490320721,-21.7901,NA
"284","1256","1256_g_Lanzhou_china","1256",103.764305,36.087721,"china","lanzhou","lanzhou","lanzhou","dump","gutturalis",284,"m",10.5,116,5.666666667,2.766666667,4.7,99.16666667,16.04,0.349144153,0.671528234,66910.54667,33.50553163,567.07,0.347425188,68007.58333,34.05487398,607.7226667,0.366911867,13557.13667,6.788751461,677.6983333,0.546212577,71457.05333,35.78219997,629.02,0.383422579,-20.578,NA
"285","1257","1257_g_Lanzhou_china","1257",103.764305,36.087721,"china","lanzhou","lanzhou","lanzhou","dump","gutturalis",285,"f",10.3,119.1666667,5,2.4,4.233333333,82.91666667,16.52,0.308667693,0.709837821,92545.20667,46.34211651,638.778,0.332322787,94285.78333,47.21371224,604.1176667,0.32740731,29852.18667,14.94851611,639.431,0.483616994,82800.95,41.462669,661.4696667,0.347794434,-18.8001,NA
"286","1258","1258_g_Lanzhou_china","1258",103.764305,36.087721,"china","lanzhou","lanzhou","lanzhou","dump","gutturalis",286,"f",10.8,124.1666667,5.6,2.816666667,4.3,96,15.79,0.321191723,0.629161061,51488.46667,25.78290769,631.745,0.358794904,85490.53667,42.80948256,568.5023333,0.358018544,18405.99333,9.2168219,672.7496667,0.564501755,55254.56,27.66878317,607.0416667,0.431584307,-21.5109,"1257"
"287","1259","1259_g_Lanzhou_china","1259",103.764373,36.087378,"china","lanzhou","lanzhou","lanzhou","kites","gutturalis",287,"f",10.3,119.1666667,5.55,2.633333333,4.9,77,17.96,0.29671677,0.689825105,102685.74,51.42,641.7266667,0.350213812,93606.93333,46.87377733,621.7426667,0.366087216,17388.34,8.707230846,693.76,0.548550468,40973.30333,20.51742781,604.4466667,0.463645477,-21.4184,"1260"
"288","126","VN96125","VN96125",92.867796,56.357935,"russia","krasnoyarsk","krasnoyarsk_kansk","krasnoyarsk_kansk","pig.farm","rustica",288,"f",11.15,125,6,2.6,4.433333333,95.5,21.52,0.307396068,0.584334931,93040.36433,46.59006727,632.0466667,0.317290538,82414.471,41.26913921,602.75,0.361187985,43536.36877,21.80088571,668.6866667,0.470538009,61662.3556,30.87749404,610.3533333,0.427128086,NA,NA
"289","1260","1260_g_Lanzhou_china","1260",103.764373,36.087378,"china","lanzhou","lanzhou","lanzhou","kites","gutturalis",289,"m",10.83333333,116.5,5.616666667,2.566666667,4.766666667,95.5,16.84,0.335019954,0.698498308,85367.53333,42.7478885,619.427,0.347165987,96422.75333,48.28380237,649.4233333,0.34529487,10965.03,5.490751127,667.4073333,0.495436709,62197.59333,31.14551494,629.8103333,0.393443636,-20.9235,"1259"
"290","1261","1261_g_Lanzhou_china","1261",103.764373,36.087378,"china","lanzhou","lanzhou","lanzhou","kites","gutturalis",290,"m",10.9,119.1666667,5.5,2.9,4.766666667,125,17.26,0.354250469,0.700427732,73682.78333,36.89673677,633.8123333,0.324529744,86876.58,43.50354532,594.1353333,0.372798137,15662.85333,7.843191454,672.067,0.538139507,38767.82667,19.41303288,642.3703333,0.477973073,-22.9806,"1262"
"291","1262","1262_g_Lanzhou_china","1262",103.764373,36.087378,"china","lanzhou","lanzhou","lanzhou","kites","gutturalis",291,"f",10.3,119.8333333,5.433333333,2.65,4.833333333,83.33333333,18.84,0.311229415,0.644926546,69125.31,34.61457687,623.75,0.405948684,56459.19667,28.27200634,642.074,0.396232713,13741.25333,6.880948089,681.4266667,0.558881433,33267.85667,16.65891671,660.7133333,0.487121551,-20.9893,"1261"
"292","1263","1263_g_Lanzhou_china","1263",103.764373,36.087378,"china","lanzhou","lanzhou","lanzhou","kites","gutturalis",292,"m",10.63333333,121,5.55,2.916666667,4.833333333,90.66666667,16.78,0.329593988,0.824851657,77078.22333,38.59700718,615.779,0.353378336,58393.39,29.24055583,660.367,0.44301472,14650.48333,7.336246036,687.7366667,0.511436424,29866.38,14.95562344,663.7276667,0.507678213,-21.7559,NA
"293","1264","1264_g_Lanzhou_china","1264",103.764088,36.087507,"china","lanzhou","lanzhou","lanzhou","why?","gutturalis",293,"f",9.466666667,117,5.466666667,2.733333333,4.616666667,87.66666667,16.39,0.309207304,0.581787114,83835.03,41.98048573,588.4756667,0.369058503,87725.20333,43.92849441,601.063,0.38462168,20791.61333,10.4114238,682.3853333,0.536530273,74289.34,37.20047071,607.0373333,0.388949179,NA,NA
"294","1265","1265_g_Lanzhou_china","1265",103.76559,36.087413,"china","lanzhou","lanzhou","lanzhou","farewell","gutturalis",294,"m",10.76666667,119,5.566666667,2.55,5.15,96.08333333,16.55,0.29374628,0.638087962,93989.32,47.06525789,604.8243333,0.338405524,99380.42,49.76485729,616.7146667,0.35433976,16696.17667,8.360629277,659.3866667,0.500578174,62163.26,31.12832248,596.095,0.431109411,NA,"1266"
"295","1266","1266_g_Lanzhou_china","1266",103.76559,36.087413,"china","lanzhou","lanzhou","lanzhou","farewell","gutturalis",295,"f",11.06666667,119.1666667,6,2.65,4.8,79.5,17.46,0.311096435,0.66843184,77560.62,38.83856785,587.8283333,0.3384982,84314.04333,42.22035219,636.812,0.357577531,15684.90667,7.854234685,660.7773333,0.532207075,69134.41667,34.61913704,611.4483333,0.410459984,NA,"1265"
"296","1267","1267_g_Tokyo_Japan","1267",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","roadside.1","gutturalis",296,"f",10.53333333,118.8333333,6.1,2.783333333,5.383333333,77.16666667,20.92,0.294722923,0.858990698,120054.5723,60.11746236,675.06,0.323063,129114.2883,64.65412535,661.4733333,0.313780385,44788.15913,22.42772115,674.7533333,0.465979621,118480.4343,59.32921098,661.7866667,0.331310048,-20.248,NA
"297","1268","1268_g_Tokyo_Japan","1268",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","roadside.1","gutturalis",297,"m",10.93333333,119.3333333,5.966666667,2.933333333,4.933333333,88.91666667,18.72,0.268627488,0.718472806,109840.602,55.00280521,603.7933333,0.305838573,96904.65067,48.525113,575.8433333,0.368963969,39225.335,19.6421307,598.13,0.432205555,64225.056,32.16076915,587.18,0.42613135,-17.9848,NA
"298","1269","1269_g_Tokyo_Japan","1269",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","roadside.1","gutturalis",298,"f",10.86666667,118.5,6.6,3.166666667,5.266666667,73.66666667,19.81,0.352032399,0.682742939,121470.9513,60.82671574,643.7266667,0.31915733,92168.53967,46.15350008,644.1733333,0.34444468,21005.75483,10.5186554,651.07,0.469671317,90495.968,45.31595794,642.7066667,0.352003031,-20.8422,NA
"299","127","VN96126","VN96126",92.867796,56.357935,"russia","krasnoyarsk","krasnoyarsk_kansk","krasnoyarsk_kansk","pig.farm","rustica",299,"m",11.75,125,5.516666667,2.8,4.316666667,117.1666667,19.3,0.303996837,0.638085544,73008.38417,36.55903063,614.04,0.331698152,94646.909,47.39454632,608.7633333,0.37985423,29837.7854,14.94130466,670.3866667,0.522302047,51497.02723,25.78719441,632.4,0.490160856,NA,NA
"300","1270","1270_g_Tokyo_Japan","1270",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","roadside.1","gutturalis",300,"m",11.06666667,119.1666667,5.4,2.766666667,4.65,111,16.85,0.247612313,0.720828371,115081.9137,57.62739793,566.5,0.316764273,129427.444,64.81093841,603.4766667,0.325130913,29272.4692,14.65822193,643.7866667,0.460589052,71285.705,35.6963971,626.7933333,0.338449116,-22.1749,NA
"301","1271","1271_g_Tokyo_Japan","1271",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","roadside.1","gutturalis",301,"f",10.5,117.3333333,5.566666667,2.633333333,4.783333333,82.33333333,19.66,0.296384267,0.752477297,96201.658,48.17308863,667.04,0.332109708,111139.308,55.6531337,659.3933333,0.317694923,41179.03533,20.62044834,610.82,0.475905387,95732.354,47.93808413,643.4066667,0.342047946,-23.3765,"1272"
"302","1272","1272_g_Tokyo_Japan","1272",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","roadside.1","gutturalis",302,"m",10.73333333,118.8333333,5.933333333,2.85,4.783333333,91.66666667,16.18,0.260729556,0.781784575,112654.379,56.41180721,642.3933333,0.335730235,112688.001,56.42864347,659.7066667,0.3394056,25806.88757,12.92282803,660.02,0.505662634,96552.437,48.34874161,660.02,0.34670807,-22.4207,"1271"
"303","1273","1273_g_Tokyo_Japan","1273",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","roadside.1","gutturalis",303,"f",11.26666667,121.3333333,5.55,2.733333333,4.833333333,84.66666667,21.79,0.287048156,0.716538183,106355.5533,53.25766316,627.7666667,0.323878925,116633.4923,58.4043527,623.45,0.331796818,23494.12897,11.76471155,688.1133333,0.531952103,105368.648,52.7634692,586.0766667,0.339238917,NA,NA
"304","1274","1274_g_Tokyo_Japan","1274",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","roadside.1","gutturalis",304,"f",10.83333333,120.8333333,5.633333333,2.7,4.7,79.5,17.26,0.333408147,0.710481108,107978.206,54.07020831,659.7066667,0.319550392,137332.7323,68.76952045,649.7266667,0.294346881,35633.01957,17.8432747,667.04,0.494951232,96668.72033,48.40697062,659.7066667,0.307788485,NA,NA
"305","1275","1275_g_Tokyo_Japan","1275",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","roadside.1","gutturalis",305,"f",10.76666667,124.5,5.683333333,2.883333333,4.666666667,79.75,NA,0.296803825,0.683345708,124774.4887,62.48096578,643.4066667,0.303683877,129597.566,64.89612719,666.1,0.310018564,28753.54957,14.39837234,642.3933333,0.471171525,112841.37,56.50544316,659.7066667,0.318672164,NA,NA
"306","1276","1276_g_Tokyo_Japan","1276",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","roadside.1","gutturalis",306,"m",10.55,122,6,3.033333333,5.2,89,17.84,0.320296204,0.933708916,109449.5533,54.80698715,655.1233333,0.31693521,132214.4233,66.20652145,658.0966667,0.319758169,17200.94333,8.613391754,685.1233333,0.504290402,103709.7687,51.93278351,627.7566667,0.342643862,NA,NA
"307","1277","1277_g_Tokyo_Japan","1277",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","roadside.1","gutturalis",307,"m",10.03333333,114.1666667,5.566666667,2.7,5.05,75,14.59,0.284449528,0.649806331,121823.424,61.00321683,662.1,0.317537427,141159.3093,70.68568319,645.4366667,0.310745872,37133.11097,18.59444715,628.13,0.469346762,126991.6367,63.59120514,662.1,0.310002961,NA,NA
"308","1278","1278_g_Tokyo_Japan","1278",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","roadside.1","gutturalis",308,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","1279","1279_g_Tokyo_Japan","1279",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","roadside.1","gutturalis",309,"f",10.58333333,117.8333333,5.533333333,2.933333333,4.7,76.16666667,17.73,0.296505292,0.68769001,128739.795,64.4665974,625.7066667,0.305222496,119983.0803,60.08166266,606.11,0.32357032,23725.4355,11.88053856,665.7033333,0.557265039,78034.22767,39.07572742,602.11,0.377938991,NA,NA
"310","128","VN96127","VN96127",92.867796,56.357935,"russia","krasnoyarsk","krasnoyarsk_kansk","krasnoyarsk_kansk","pig.farm","rustica",310,"m",11.36666667,127.1666667,5.633333333,2.6,4.683333333,102.75,18.21,0.262213268,0.519710224,90039.92,45.08759139,617.4066667,0.339507492,115771.9617,57.97294024,599.47,0.340281149,16857.31567,8.441319813,674.7166667,0.516789871,62162.82023,31.12810227,602.7833333,0.482110109,NA,NA
"311","1280","1280_g_Tokyo_Japan","1280",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","roadside.1","gutturalis",311,"f",10.26666667,125.6666667,5.766666667,2.85,4.7,78.58333333,17.83,0.261047127,0.596862272,87101.061,43.61595443,609.7933333,0.296601628,129167.7263,64.68088449,610.18,0.304219839,29861.10553,14.95298224,682.7433333,0.498040072,115537.4383,57.85550242,605.7933333,0.320556612,NA,NA
"312","1281","1281_g_Tokyo_Japan","1281",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","roadside.1","gutturalis",312,"f",10.83333333,119.5,5.633333333,2.683333333,4.383333333,73,19.71,0.292869509,0.444978335,78210.4168,39.16395433,606.4433333,0.355331331,111967.8673,56.06803572,615.06,0.356111225,23759.473,11.89758287,644.0566667,0.550125297,52061.05187,26.06963038,629.0966667,0.439196554,NA,NA
"313","1282","1282_g_Tokyo_Japan","1282",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","eden","gutturalis",313,"m",11.2,127.3333333,5.666666667,2.733333333,5.083333333,103.5833333,17.62,0.268689874,0.50132602,96952.57067,48.549109,609.4066667,0.298418039,144553.082,72.38511868,623.4333333,0.296376127,27900.23827,13.97107575,685.11,0.507318808,115804.332,57.98914972,685.4333333,0.297421301,-22.0888,"1283"
"314","1283","1283_g_Tokyo_Japan","1283",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","eden","gutturalis",314,"f",10.7,116,4.933333333,2.733333333,4.166666667,78.58333333,16.31,0.308577672,0.593051456,79513.1532,39.81630105,627.4933333,0.333833821,108846.7347,54.50512502,644.8,0.326405082,46832.755,23.45155483,645.1133333,0.48075399,62744.72433,31.4194914,661.4733333,0.353382408,-17.7444,"1282"
"315","1284","1284_g_Tokyo_Japan","1284",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","eden","gutturalis",315,"f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.8285,NA
"316","1285","1285_g_Tokyo_Japan","1285",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","eden","gutturalis",316,"f",10.53333333,119,5.616666667,2.666666667,4.7,80.08333333,20.5,0.32752816,0.536397292,107568.8747,53.86523519,610.18,0.310966308,131049.0403,65.6229546,610.18,0.312848956,30569.03737,15.3074799,627.1133333,0.50085639,111276.062,55.72161342,610.18,0.320967659,-22.8723,NA
"317","1287","1287_g_Tokyo_Japan","1287",138.979168,35.959855,"Japan","tokyo","tokyo","tokyo","train.station","gutturalis",317,"f",10.8,118,5.733333333,2.7,4.966666667,77.83333333,18.2,0.334675446,0.680571331,130154.2927,65.1749087,626.48,0.301166344,138777.666,69.49307261,656.0733333,0.318625356,30836.53737,15.44143083,666.1,0.519390505,110361.647,55.26371908,626.48,0.327580693,-22.4844,NA
"318","1288","1288_g_Tokyo_Japan","1288",138.979168,35.959855,"Japan","tokyo","tokyo","tokyo","train.station","gutturalis",318,"m",10.7,121.5,5.85,2.866666667,4.8,98,18.41,0.27234977,0.727880148,107139.26,53.65010516,614.7333333,0.319061711,100642.3853,50.39678785,643.0933333,0.306152934,17550.30797,8.788336488,665.1133333,0.530127351,72624.81267,36.36695677,659.3933333,0.321368089,NA,NA
"319","1289","1289_g_Tokyo_Japan","1289",138.979168,35.959855,"Japan","tokyo","tokyo","tokyo","train.station","gutturalis",319,"m",10.36666667,124.5,6.066666667,2.866666667,4.833333333,97.91666667,17.74,0.293672605,0.642107307,97843.98733,48.9954869,638.3733333,0.30662761,131008.2477,65.60252762,615.4333333,0.305990408,18445.38023,9.236544934,679.44,0.535026623,108913.4657,54.53854064,632.7266667,0.320314811,NA,NA
"320","129","VN96128","VN96128",92.867796,56.357935,"russia","krasnoyarsk","krasnoyarsk_kansk","krasnoyarsk_kansk","pig.farm","rustica",320,"f",11.81666667,119.5,5.516666667,2.783333333,4.416666667,85.75,24.54,0.336309287,0.608552294,85242.12367,42.68508947,642.3933333,0.330478127,93800.10867,46.9705101,623.7633333,0.351192169,25109.6037,12.57366234,688.4266667,0.51295245,98184.03,49.16576365,553.18,0.371772942,NA,NA
"321","1290","1290_g_Tokyo_Japan","1290",138.979168,35.959855,"Japan","tokyo","tokyo","tokyo","train.station","gutturalis",321,"f",10.21666667,118.8333333,5.633333333,2.566666667,4.783333333,78.91666667,16.72,0.290455962,0.643183942,120503.2107,60.34211851,633.5,0.307154446,114498.17,57.33508763,666.7266667,0.322502341,30622.19037,15.33409633,659.3933333,0.509689748,100576.0963,50.36359356,626.48,0.341940823,NA,NA
"322","1291","1291_g_Tokyo_Japan","1291",138.979168,35.959855,"Japan","tokyo","tokyo","tokyo","train.station","gutturalis",322,"m",10.3,123.3333333,5.5,3.033333333,4.7,88.41666667,15.86,0.248725226,0.627556975,158387.8867,79.3129127,634.48,0.297029709,108203.6917,54.18312051,642.4933333,0.333433656,17861.17367,8.944002838,674.73,0.545799491,96656.857,48.40103005,675.8033333,0.332515011,NA,"1287?"
"323","1292","1292_g_Tokyo_Japan","1292",139.083582,35.989588,"Japan","tokyo","tokyo","tokyo","purgatory","gutturalis",323,"m",10.86666667,121.3333333,5.9,3,4.95,94.16666667,16.29,0.226376899,0.576287418,87437.103,43.78422784,661.0933333,0.330311643,122821.7053,61.50310733,644.81,0.325793357,25798.06327,12.91840925,653.4366667,0.510676138,90421.33067,45.27858321,644.8,0.353753301,NA,NA
"324","1293","1293_g_Tokyo_Japan","1293",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","eden","gutturalis",324,"f",10.23333333,121,5.7,3.166666667,5.133333333,73.66666667,18.06,0.315929393,0.531582379,133438.0017,66.81922968,610.18,0.305397078,110077.5173,55.12144083,646.11,0.33166102,37534.44633,18.79541629,610.18,0.463092262,100901.5437,50.52656168,626.48,0.348553823,NA,"1294"
"325","1294","1294_g_Tokyo_Japan","1294",139.135625,35.97684,"Japan","tokyo","tokyo","tokyo","eden","gutturalis",325,"m",10.23333333,121.6666667,5.866666667,2.933333333,4.9,92.25,16.77,0.290605735,0.663799444,123310.6997,61.74797179,610.18,0.296293211,137265.2043,68.73570573,629.4266667,0.313335024,30564.4803,15.30519795,610.18,0.504222522,104114.9257,52.13566633,626.7933333,0.322410984,NA,"1293"
"326","1295","1295_g_Tokyo_Japan","1295",139.407954,35.651754,"Japan","tokyo","tokyo","tokyo","its.raining.but.not.men","gutturalis",326,"m",9.933333333,119,5.583333333,2.75,4.733333333,92.33333333,16.49,0.317957209,0.614014243,119622.4307,59.90106693,655.7533333,0.303459161,147906.7323,74.06446286,649.8,0.300717052,37660.26293,18.8584191,663.0766667,0.47474858,115092.3787,57.63263829,673.4333333,0.330038718,NA,NA
"327","1296","1296_g_Tokyo_Japan","1296",139.41397,35.660308,"Japan","tokyo","tokyo","tokyo","for.the.win","gutturalis",327,"m",10.38333333,126,5.4,3.1,4.2,96.16666667,17.2,0.298405495,0.486641421,121368.0753,60.77520047,590.4633333,0.314832404,110726.63,55.44648473,615.1133333,0.331468091,20497.4317,10.26411202,656.72,0.535439711,91853.866,45.99592689,615.0466667,0.359518334,NA,NA
"328","1297","1297_g_Hokkaido_Japan","1297",142.525039,42.309632,"Japan","hokkaido","hokkaido","hokkaido","racehorses","gutturalis",328,"f",10.75,114,5.466666667,2.5,4.766666667,83.5,17.59,0.379847303,0.566594778,101994.8633,51.07404273,610.18,0.376486745,93656.24433,46.89846987,610.5,0.362878824,40133.14433,20.09671724,611.14,0.438338793,62643.537,31.36882173,599.17,0.410252096,-18.5703,NA
"329","1298","1298_g_Hokkaido_Japan","1298",142.525039,42.309632,"Japan","hokkaido","hokkaido","hokkaido","racehorses","gutturalis",329,"m",10.38333333,119.6666667,5.8,2.566666667,4.9,87.25,14.64,0.351770999,0.611530904,121211.2047,60.6966473,592.0533333,0.328892857,125173.38,62.68071107,623.4566667,0.312883162,25022.1738,12.52988172,691.4066667,0.48206397,132648.7177,66.42399483,574.4833333,0.309751889,-18.2638,NA
"330","1299","1299_g_Hokkaido_Japan","1299",142.525039,42.309632,"Japan","hokkaido","hokkaido","hokkaido","racehorses","gutturalis",330,"f",10.76666667,119,NA,NA,NA,79.33333333,15.94,NA,NA,110330.9603,55.2483527,661.16,0.316423901,100926.916,50.5392669,661.16,0.320163957,29819.40803,14.93210217,677.0466667,0.490338607,76004.406,38.05929194,644.4866667,0.428460516,-19.1137,NA
"331","13","VN96213","VN96213",37.825493,56.809699,"russia","moscow","moscow","moscow","horse.barn","rustica",331,"m",11.78333333,135.8333333,5.15,2.766666667,4.366666667,111.6666667,19.31,0.246649114,0.55027886,84217.33033,42.17192305,615.4566667,0.369217368,79112.146,39.61549624,622.0933333,0.383608405,20601.83617,10.31639267,669.7166667,0.503790702,66152.628,33.126003,643.7266667,0.414646417,NA,NA
"332","130","VN96129","VN96129",92.867796,56.357935,"russia","krasnoyarsk","krasnoyarsk_kansk","krasnoyarsk_kansk","pig.farm","rustica",332,"m",11.83333333,130.1666667,5.3,2.75,4.316666667,117.5,19.19,0.240182182,0.624709129,83671.46433,41.89858004,631.7333333,0.339879781,115949.859,58.06202253,598.0833333,0.332219667,22693.86087,11.3639764,663.7666667,0.497038184,79544.09103,39.83179321,626.02,0.341312604,NA,NA
"333","1300","1300_g_Hokkaido_Japan","1300",142.525039,42.309632,"Japan","hokkaido","hokkaido","hokkaido","racehorses","gutturalis",333,"m",10.95,120.6666667,6.3,2.866666667,5,89.25,16.91,0.281765968,0.880303987,130399.1587,65.29752562,633.77,0.313550179,76486.3493,38.30062559,648.42,0.333830657,19830.9651,9.930378117,680.7866667,0.503107361,69615.313,34.85994642,642.7066667,0.406678186,-23.6432,NA
"334","1301","1301_g_Hokkaido_Japan","1301",142.525039,42.309632,"Japan","hokkaido","hokkaido","hokkaido","racehorses","gutturalis",334,"f",11.23333333,120.1666667,6.066666667,2.883333333,5.333333333,85.08333333,20.14,0.2764509,0.64696667,99606.11167,49.87787264,626.7933333,0.313814323,108129.265,54.14585128,651.7266667,0.334291082,26824.63373,13.43246557,670.4,0.49882018,55435.4397,27.75935889,626.7933333,0.426596905,-20.4892,NA
"335","1302","1302_g_Hokkaido_Japan","1302",142.525039,42.309632,"Japan","hokkaido","hokkaido","hokkaido","racehorses","gutturalis",335,"m",10.58333333,123,5.733333333,2.7,4.766666667,91.75,16.72,0.275573422,0.817723899,105379.2897,52.76879803,642.1566667,0.315928608,140393.343,70.30212469,589.4133333,0.305815977,17647.10787,8.836809147,693.76,0.527137377,86969.471,43.55006059,636.81,0.375682686,-21.7913,NA
"336","1303","1303_g_Hokkaido_Japan","1303",142.525039,42.309632,"Japan","hokkaido","hokkaido","hokkaido","racehorses","gutturalis",336,"f",10.83333333,118.6666667,6.033333333,2.883333333,5.366666667,84.58333333,18.43,0.317148528,0.629881986,123068.8997,61.62689017,639.7966667,0.338421314,111518.1353,55.84283191,644.81,0.370896925,26171.2405,13.10527817,668.4266667,0.504856828,57986.741,29.03692589,635.4333333,0.458718624,-18.2262,NA
"337","1304","1304_g_Hokkaido_Japan","1304",142.525039,42.309632,"Japan","hokkaido","hokkaido","hokkaido","racehorses","gutturalis",337,"m",9.933333333,120.5,5.816666667,2.8,4.783333333,99.25,17,0.331919994,0.71848867,100464.761,50.30784226,604.76,0.352921713,107141.147,53.65105008,616.1033333,0.375863337,17056.53157,8.541077399,665.4,0.543256225,69311.94467,34.70803438,674.44,0.384525234,-18.5023,NA
"338","1305","1305_g_Hokkaido_Japan","1305",142.525039,42.309632,"Japan","hokkaido","hokkaido","hokkaido","racehorses","gutturalis",338,"m",10.16666667,122.1666667,5.566666667,3.033333333,4.933333333,100.0833333,15.75,NA,NA,146797.7487,73.50913804,628.46,0.320507508,130717.193,65.45678167,643.1366667,0.332614526,19731.096,9.880368553,686.43,0.492259561,116617.259,58.39622384,667.8,0.329674269,-22.6905,NA
"339","1306","1306_g_Hokkaido_Japan","1306",142.525039,42.309632,"Japan","hokkaido","hokkaido","hokkaido","racehorses","gutturalis",339,"m",10.26666667,124.6666667,5.983333333,3.833333333,4.983333333,116.1666667,17.66,0.276337184,0.675399351,98957.96867,49.5533143,628.7733333,0.363738609,115314.6967,57.74396428,668.7366667,0.336048579,21228.9665,10.63042889,678.1133333,0.501609125,17022.49483,8.524033467,689.11,0.248978651,-20.4209,NA
"340","1307","1307_g_Hokkaido_Japan","1307",142.525039,42.309632,"Japan","hokkaido","hokkaido","hokkaido","racehorses","gutturalis",340,"m",10.93333333,125.6666667,5.716666667,2.766666667,4.883333333,94.5,18.58,0.21888132,0.590269458,164182.5647,82.21460424,613.84,0.29639423,112102.4047,56.13540544,610.82,0.341392377,42242.453,21.15295593,637.13,0.447436947,109563.6367,54.86411451,622.0933333,0.340731981,-22.8012,NA
"341","1308","1308_g_Hokkaido_Japan","1308",142.525039,42.309632,"Japan","hokkaido","hokkaido","hokkaido","racehorses","gutturalis",341,"f",10.13333333,121,5.75,2.816666667,4.616666667,80.58333333,17.75,0.222892575,0.671836209,120987.954,60.58485428,657.1333333,0.302788912,153804.5757,77.01781456,656.82,0.298287037,26130.08827,13.08467114,677.1166667,0.505398107,121783.062,60.98300551,597.74,0.313271824,-21.6163,NA
"342","131","VN96130","VN96130",92.867796,56.357935,"russia","krasnoyarsk","krasnoyarsk_kansk","krasnoyarsk_kansk","pig.farm","rustica",342,"f",11.11666667,124.8333333,6.083333333,3.033333333,4.516666667,95,20.75,0.325092701,0.601034353,79108.92133,39.61388149,659.3933333,0.35447898,117150.487,58.66323836,627.4633333,0.341699306,32906.58597,16.47801,659.7066667,0.502641536,111408.408,55.78788583,634.4066667,0.345488756,NA,"VN96131"
